Year,Quarter,I. CASH FLOWS FROM OPERATING ACTIVITIES,1. Proceeds from business,2. Payments to operating activities,3. Cash outflow for purchasing  financial assets,4. Cash inflow from selling financial assets,5. Payments to Settlement Assistance Fund,6. Dividend received,7. Interests received,8. Interest payments,9. Cash outflow for organizations providing services to the Securities company,10. Receipts from securities trading of customers,11. Payments to securities trading of customers,12. Receipts from listed securities trading,13. Payments to securities issuers,14. Payment to suppliers,15. Cash payments to employees,16. Cash paid for corporate incometax,"17. Cash outflow for buying, selling financial assets (trading expense, money transfering expense)",18. Other receipts,19. Other disbursements,II. CASH FLOWS (USED IN)/ FROM INVESTING ACTIVITIES,1. Payment for purchase of fixed assets and other long-term assets,2. Proceeds from disposal of fixed assets and other long-term assets,3. Loans to other entities and payments for purchase of debt instruments of other entities,4. Collections from borrowers and proceeds from sale of debt instruments of other entities,5. ,6. Proceeds from sales of investments in other entities,"7. Interest, dividends and profits received",III. CASH FLOWS FROM FINANCING ACTIVITIES,1. Proceeds from capital contribtion and issuance of shares,2. Repurchases of isued shares,3. Proceeds from short-term and long-term loans,3.1 Loans from Settlement Assistance Fund received,3.2 Other loans received,4. Repayments of borrowings,4.1 Loans Principal repaid to Settlement Assistance Fund,4.2 Financial assets loans principal repaid,4.3 Other Loans principal repaid,5. Cash paid to financial leasor,6. Dividend paid to shareholders,"7. Interests, dividends, profits received",IV. NET INCREASE IN CASH AND CASH EQUIVALENTS,V. CASH AND CASH EQUIVALENTS AT THE BEGINNING PERIOD,1. Cash and bank deposit at the beginning of the period,2. Cash Equivalents,3. IMPACT OF EXCHANGE RATE FLUCTUATION,VI. CASH AND CASH EQUIVALENTS AT THE END OF PERIOD,1. Cash and bank deposit during the period,2. Cash Equivalents,3. Effect of changes in foreign currency exchange rates,NET INCREASE/DECREASE OF CASH AND CASH EQUIVALENTS IN THE PERIOD,1. Cash inflow from securities sales broking,2. Cash outflow form securities purchase broking,3. Cash inflow from mandated securities sales,4. Cash outflow from mandated securities sales,5. Cash inflow from current account of clients,6. Cash outflow from current account of clients,7. Cash inflow on loan from Settlement Assistance Fund,8. Cash outflow on repaying loans from Settlement Assistance Fund,9. Cash received for the purpose of transaction of clients,10. Cash received for the purpose of mandated investment of clients,11. Cash paid for depository fee of clients,12. Cash received on securities transactions errors,13. Cash paid on securities transaction errors,14. Cash received from issuing organizations,15. Cash paid to issuing organizations,CASH AND CASH EQUIVALENTS OF CLIENTS AT THE BEGINNING OF THE PERIOD,1. Cash and cash equivalent at the beginning of investor,1.1 Investor' deposit for securities transaction by Securities company managed method,1.2 Investor' deposit for securities transaction by commercial bank managed method,1.3 Customers' general deposit for securities transactions,1.4 Deposit for securities clearing,1.5 Issuing organization's deposit,1.6 Cash Equivalent,2. Effect of changes in foreign currency exchange rates,CASH AND CASH EQUIVALENT AT THE END OF THE YEAR,1. Cash at bank at the end of the period,1.1 Investor' deposit for securities transaction by Securities company managed method,1.2 Investor' deposit forr securities transaction by commercial bank managed method,1.3 Customers' general deposit for securities transactions,1.4 Deposit for securities clearing,1.5 Issuing organization's deposit,1.6 Cash Equivalent,2. Effect of changes in foreign currency exchange rates
2016,1,68339390335,0,0,-5492250540463,5058270260975,-2338508081,526449400,35395351097,-13019526706,-2803817437,0,0,0,0,0,0,-11751649675,0,1673017588710,-1176706217485,-1732289400,-1732289400,0,0,0,0,0,0,-146180913190,0,0,1139700989129,0,1139700989129,-1285881902319,0,0,-1285881902319,0,0,0,-79573812255,256987629168,231782337168,25205292000,0,177413816913,152208524913,25205292000,0,61440004288,7991819111700,-8774508083200,0,0,0,0,0,0,841761518183,0,-1458386335,0,0,16437850891,-12612006951,588851007506,588851007506,530404571769,835674011,0,55512030988,2098730738,0,0,650291011794,650291011794,638890934510,0,5475502606,0,5924574678,0,0
2016,2,-394388257403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12430371341,-402600000,0,0,0,0,0,12832971341,246153234070,0,0,-939748668249,0,-939748668249,1185901902319,0,0,1185901902319,0,0,0,-135804651992,177413816913,0,0,0,41609164921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,1074250591099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124182255,-2340995330,0,0,0,0,33298148926,-12832971341,-1091518610176,0,234700,3744793911923,0,3744793911923,-4836312756799,0,0,-4836312756799,0,0,0,856163178,41606214321,0,0,0,42462377499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,552749073629,0,0,-6841582805896,7419258546025,0,3174531040,60779427697,-22208096261,-3099951496,0,0,0,0,0,0,-16891742935,0,1793779286348,-1840460120893,-39785448926,-6487300000,0,0,0,0,-33298148926,0,-262376291364,0,-2069800,2463314476087,0,2463314476087,-2725688697651,0,0,-2725688697651,0,0,0,250587333339,42462377499,42462377499,0,0,293049710838,293049710838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,799035318394,0,0,-9135012761714,9179576678932,0,656902150,54967438243,-28067498999,-10982365533,0,0,0,0,0,-17658476856,-16879305935,0,1414642070511,-642207362405,-409266000,-409266000,0,0,0,0,0,0,-387315652238,0,-81000,2379854531139,0,2379854531139,-2767170102377,0,0,-2767170102377,0,0,0,411310400156,293049710838,293049710838,0,0,704360110994,654360110994,50000000000,0,499205811468,12257299861100,-12739633431520,0,0,0,0,0,0,980591024104,0,-1903570741,0,0,65937994527,-63086066002,652273966146,652273966146,627098409624,21303151549,3872404973,0,0,0,0,1151479777614,1151479777614,1133527685484,0,0,11227758632,6724333498,0,0
2017,3,1146228081779,0,0,-14009896056855,15686948725999,0,1917722873,66067404129,-34957825580,-24797449905,0,0,0,0,0,-17538344747,-31585038674,0,192927447138,-682858502599,-523598319,-523598319,0,0,0,0,0,0,-1556342570153,0,-1374200,2590905714822,0,2590905714822,-4147246910775,0,0,-4147246910775,0,0,0,-410638086693,581585530729,461227752951,0,120357777778,170947444036,112577444036,58370000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,1444456464840,0,0,-16480316212147,17646585369015,0,2543597625,73847051093,-31417815468,-17163517126,0,0,0,0,0,-17657782596,-29754187733,0,1461317786644,-1163527824467,-6807189236,-6980825600,173636364,0,0,0,0,0,-1346849995438,0,-4381800,2622133541149,0,2622133541149,-3968979154787,0,0,-3968979154787,0,0,0,90799280166,170947444036,112577444036,58370000000,0,261746724202,261746724202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,2720532174564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123567545,-124113000,545455,0,0,0,0,0,-2884120022266,0,-1706600,5791015855556,0,5791015855556,-8675134171222,0,0,-8675134171222,0,0,0,-163711415247,279789020057,74389020057,205400000000,0,116077604810,0,0,116077604810,-177327646758,17890319086700,-18842081479500,0,0,0,0,0,0,778107169707,0,-2174078991,0,0,146444683782,-147943028456,2013494638605,2013494638605,1910788212907,0,0,99826540037,2879885661,0,0,1836166991847,1836166991847,1833262473852,0,1522977008,0,1381540987,0,0
2018,4,1412783463968,0,0,-18508562699053,20893914157567,0,462366461,69798918278,-12406079362,-14421940570,0,0,0,0,0,-29771094458,-51557501077,0,262827505255,-1197500169073,-7095671526,-7095671526,0,0,0,0,0,0,-1063315703557,0,-1412100,2094055913902,0,2094055913902,-3157370205359,0,0,-3157370205359,0,0,0,342372088885,116077604810,110677604810,5400000000,0,458449693695,353049693695,105400000000,0,-317410143523,17797676866350,-16953902305500,0,0,0,0,0,0,-1159728077759,0,-2292750614,0,0,143591263430,-142755139430,1836166991847,1836166991847,1833262473852,0,0,1522977008,1381540987,0,0,1518756848324,1518756848324,1514979124473,0,1560058864,0,2217664987,0,0
2019,1,826619738354,0,0,-14237326580840,16946860085904,0,5296100,69548655106,-11482703959,-14473215062,0,0,0,0,0,-38183202969,-41336375600,0,-544594647275,-1302397573051,-2464304168,-2464304168,0,0,0,0,0,0,-929487311786,0,-1696300,1450693811342,0,1450693811342,-2380179426828,0,0,-2380179426828,0,0,0,-105331877600,458449693695,353049693695,105400000000,0,353117816095,347717816095,5400000000,0,240661964423,13915999940300,-13089879415617,0,0,0,0,0,0,-641400362954,0,-1965906306,0,0,450017036190,-392109327190,1518756848324,1518756848324,1514979124473,0,0,1560058864,2217664987,0,0,1759418812747,1759418812747,1680635114540,0,18658324220,0,60125373987,0,0
2019,2,-1393889927757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16540605836,-16548022200,7416364,0,0,0,0,0,1153156571552,0,-1415700,175712560424,0,175712560424,977445426828,0,0,977445426828,0,0,0,-257273962041,353117816095,347717816095,5400000000,0,95843854054,63543854054,32300000000,0,-468469607003,11052046943708,-11173197896670,0,0,0,0,0,0,-285414824603,0,-1896266438,0,0,979669950882,-1039677513882,1759418812747,1759418812747,1680635114540,0,0,18658324220,60125373987,0,0,1290949205744,1290949205744,1289850442807,0,980951950,0,117810987,0,0
2019,3,1521974503586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-736141611,-736141611,0,0,0,0,0,0,-1386291753843,0,-2781900,4181921543668,0,4181921543668,-5568210515611,0,0,-5568210515611,0,0,0,134946608132,95843854054,63543854054,32300000000,0,230790462186,200490462186,30300000000,0,-224483796918,14465284023150,-13800377025650,0,0,0,0,0,0,-888591165142,0,-2000534656,0,0,195860260114,-194659354734,1290949205744,1290949205744,1289850442807,0,0,980951950,117810987,0,0,1066465408826,1066465408826,1064142609706,0,1004082753,0,1318716367,0,0
2019,4,974902597500,0,0,-17858484371186,22031653142608,0,912839618,76184000706,-21347378807,-15402589278,0,0,0,0,0,-21065796104,-38593149437,-314500000,-1001608592472,-2177031008148,-12256372393,-12258190575,1818182,0,0,0,0,0,-778864383752,0,-3112600,2685113162669,0,2685113162669,-3463974433821,0,0,-3463974433821,0,0,0,183781841355,230790462186,200490462186,30300000000,0,414572303541,237272303541,177300000000,0,-196979739737,15539302694490,-15667024486580,0,0,0,0,0,0,-74943070984,0,-2216692943,0,0,598905832528,-591004016248,1066465408826,1066465408826,1064142609706,0,0,1004082753,1318716367,0,0,869485669089,869485669089,858050647695,0,2214488747,0,9220532647,0,0
2020,1,979425763277,0,0,-15124134750535,19059229846981,0,71238700,68614194658,-24721269796,-17533458563,0,0,0,0,0,-34627203039,-43662494890,-348500000,-1510697561468,-1392764278771,-3037496842,-3037496842,0,0,0,0,0,0,-992329070013,0,-424000,2262500802536,0,2262500802536,-3254829448549,0,0,-3254829448549,0,0,0,-15940803578,414572303541,237272303541,177300000000,0,398631499963,271331499963,127300000000,0,531121207851,13238854383650,-14881405785550,0,0,0,0,0,0,2184625619373,0,-2127137842,0,0,270618899298,-279444771078,869485669089,869485669089,858050647695,0,0,2214488747,9220532647,0,0,1400606876940,1400606876940,1372317168611,0,27895047462,0,394660867,0,0
